Drug Name,Drug ID
methadone,1578-0
methamphetamine,1579-0
methazolamide,1580-0
methenamine,1582-0
methenamine/sodium salicylate,4187-0
methimazole,1586-0
methocarbamol,1588-0
methohexital,1589-0
methotrexate,1590-0
methoxsalen,1593-0
methscopolamine,1596-0
methsuximide,1598-0
methyl aminolevulinate topical,2415-0
methyl salicylate topical,1601-0
methylcellulose,1602-0
methylcobalamin,3613-0
methyldopa,1603-0
methylene blue,1604-0
methylergonovine,1605-0
methylnaltrexone,2827-0
methylphenidate,1606-0
methylprednisolone,1607-0
methyltestosterone,1609-0
metoclopramide,1612-0
metolazone,1614-0
metoprolol,1615-0
metreleptin,3510-0
metronidazole,1617-0
metronidazole topical,1618-0
metyrosine,1620-0
mexiletine,1621-0
micafungin,1624-0
miconazole,1625-0
miconazole topical,1626-0
miconazole/zinc oxide topical,1627-0
midazolam,1628-0
midodrine,1629-0
midostaurin,3804-0
migalastat,3950-0
miglitol,1631-0
miglustat,1632-0
milk thistle,1633-0
milnacipran,3101-0
milrinone,1634-0
miltefosine,3515-0
mineral oil,2520-0
minocycline,1636-0
minocycline topical,1637-0
minoxidil topical,1639-0
mipomersen,3451-0
mirabegron,3402-0
mirikizumab,4557-0
mirtazapine,1640-0
mirvetuximab soravtansine,4411-0
misoprostol,1641-0
mitapivat,4342-0
mitomycin,1642-0
mitomycin ophthalmic,3374-0
mitotane,1643-0
mitoxantrone,1644-0
mixed grass pollens allergen extract,3539-0
mobocertinib,4298-0
modafinil,1647-0
moexipril,1648-0
mogamulizumab,3947-0
molindone,1649-0
molnupiravir,4327-0
momelotinib,4534-0
mometasone,1651-0
mometasone nasal,2416-0
mometasone topical,1650-0
mometasone/olopatadine nasal,4334-0
monomethyl fumarate,4158-0
montelukast,1654-0
morphine,1656-0
mosunetuzumab,4422-0
motixafortide,4533-0
moxetumomab pasudotox,3959-0
moxifloxacin,1659-0
moxifloxacin ophthalmic,1660-0
multivitamin,1661-0
multivitamin with fluoride,1662-0
multivitamin with iron,1663-0
multivitamin with iron and fluoride,1664-0
mupirocin topical,2387-0
mycophenolate mofetil,1671-0
mycophenolic acid,1672-0
nabumetone,1674-0
nadofaragene firadenovec,4420-0
nadolol,1675-0
nafarelin,1676-0
nafcillin,1677-0
naftifine topical,1678-0
nalbuphine,1679-0
naldemedine,3795-0
naloxegol,3560-0
naloxone,1682-0
naloxone/pentazocine,1683-0
naltrexone,1684-0
naphazoline nasal,2388-0
naphazoline ophthalmic,1686-0
naphazoline/pheniramine ophthalmic,1687-0
naphazoline/zinc sulfate ophthalmic,1689-0
naproxen,1690-0
naproxen/pseudoephedrine,1691-0
naproxen/sumatriptan,2829-0
naratriptan,1692-0
natalizumab,1693-0
natamycin ophthalmic,1694-0
nateglinide,1695-0
naxitamab,4205-0
nebivolol,2788-0
nebivolol/valsartan,3755-0
necitumumab,3716-0
nedosiran,4538-0
nefazodone,1698-0
neffy,989-20813
nelarabine,1699-0
nelfinavir,1700-0
nemolizumab,4633-0
neomycin,1701-0
neostigmine,1706-0
nepafenac ophthalmic,1707-0
neratinib,3827-0
netarsudil ophthalmic,3880-0
nettles,2522-0
netupitant/palonosetron,3566-0
nevirapine,1710-0
niacin,1711-0
nicardipine,1713-0
nicotine,1716-0
nifedipine,1717-0
nifurtimox,4178-0
nilotinib,2785-0
nilutamide,1718-0
nimodipine,1719-0
nintedanib,3570-0
niraparib,3796-0
nirmatrelvir/ritonavir,4326-0
nirogacestat,4568-0
nirsevimab,4520-0
nisoldipine,1720-0
nitazoxanide,1721-0
nitisinone,1722-0
nitric oxide,1723-0
nitrofurantoin,1724-0
nitroglycerin,2342-0
nitroprusside,1726-0
nivolumab,3583-0
nivolumab/relatlimab,4349-0
nizatidine,1727-0
nogapendekin alfa inbakicept,4607-0
norepinephrine,1729-0
norethindrone,1730-0
norgestrel,1733-0
nortriptyline,1734-0
nusinersen,3779-0
nystatin,2389-0
nystatin topical,1736-0
nystatin/triamcinolone topical,1737-0
ocrelizumab,3798-0
octreotide,1739-0
ocular lubricant ophthalmic,1740-0
ofatumumab,3179-0
ofloxacin,1741-0
ofloxacin ophthalmic,1742-0
ofloxacin otic,1743-0
olanzapine,1744-0
olanzapine/samidorphan,4267-0
olaparib,3580-0
oliceridine,4180-0
olipudase alfa,4385-0
olmesartan,1745-0
olodaterol,3547-0
olodaterol/tiotropium,3625-0
olopatadine nasal,2830-0
olopatadine ophthalmic,1746-0
olsalazine,1747-0
olutasidenib,4418-0
omadacycline,3968-0
omalizumab,1748-0
omaveloxolone,4452-0
omega-3 polyunsaturated fatty acids,1749-0
omega-3 polyunsaturated fatty acids/vitamin e,4482-0
omeprazole,1750-0
omeprazole/sodium bicarbonate,1751-0
omidubicel,4468-0
onabotulinumtoxinA,3249-0
onasemnogene abeparvovec,4017-0
ondansetron,1752-0
"ophthalmic irrigation, intraocular ophthalmic",3681-0
opicapone,4148-0
opium,1754-0
optive,1740-9438
optive Sensitive,1740-14334
oritavancin,3551-0
orlistat,1756-0
orphenadrine,1757-0
oseltamivir,1758-0
osilodrostat,4141-0
osimertinib,3709-0
ospemifene,3458-0
oteseconazole,4359-0
oxacillin,1759-0
oxaliplatin,1760-0
oxandrolone,1762-0
oxaprozin,1763-0
oxazepam,1764-0
oxcarbazepine,1765-0
oxiconazole topical,1766-0
oxybutynin,1768-0
oxycodone,1770-0
oxymetazoline nasal,2390-0
oxymetazoline ophthalmic,1771-0
oxymetazoline topical,3783-0
oxymorphone,1773-0
oxytocin,1777-0
paclitaxel,1778-0
paclitaxel protein-bound,1779-0
pacritinib,4344-0
palbociclib,3602-0
palifermin,1780-0
paliperidone,1781-0
palivizumab,1782-0
palonosetron,1783-0
palopegteriparatide,4632-0
palovarotene,4529-0
pamabrom,1784-0
pamidronate,1785-0
pancreatin,1786-0
pancrelipase,1787-0
panitumumab,1789-0
panobinostat,3605-0
pantoprazole,1790-0
papaverine,1792-0
paricalcitol,1798-0
paromomycin,1799-0
paroxetine,1800-0
pasireotide,3435-0
patiromer,3697-0
patisiran,3948-0
pazopanib,3180-0
peanut allergen powder,4129-0
pegaspargase,1804-0
pegcetacoplan,4260-0
pegcetacoplan ophthalmic,4449-0
pegfilgrastim,1805-0
peginterferon alfa-2a,1806-0
peginterferon beta-1a,3555-0
pegloticase,3263-0
pegunigalsidase alfa,4477-0
pegvaliase,3915-0
pegvisomant,1808-0
pembrolizumab,3558-0
pemetrexed,1809-0
pemigatinib,4145-0
pemivibart,4597-0
penciclovir topical,1813-0
penicillamine,1814-0
penicillin g benzathine,3607-0
penicillin g benzathine/procaine penicillin,3679-0
penicillin g potassium,3609-0
penicillin g sodium,3608-0
penicillin v potassium,3610-0
pennyroyal,2559-0
pentamidine,1818-0
pentobarbital,1823-0
pentosan polysulfate sodium,1824-0
pentostatin,1825-0
pentoxifylline,1826-0
peramivir,3293-0
perampanel,3426-0
perfluorohexyloctane ophthalmic,4487-0
perflutren,1828-0
perindopril,1830-0
permethrin topical,1831-0
perphenazine,1832-0
pertuzumab,3400-0
petrolatum topical,1833-0
petrolatum/zinc oxide topical,4316-0
pexidartinib,4032-0
phenazopyridine,1835-0
phendimetrazine,1838-0
phenelzine,1839-0
pheniramine/phenylephrine,4164-0
phenobarbital,1846-0
phenol topical,2527-0
phenoxybenzamine,1849-0
phentermine,1851-0
phentermine/topiramate,3403-0
phenylephrine,1853-0
phenylephrine nasal,2529-0
phenylephrine ophthalmic,1854-0
phenylephrine topical,2528-0
phenylephrine/promethazine,1857-0
phenytoin,1863-0
physostigmine,1866-0
phytonadione,1868-0
pilocarpine,1870-0
pilocarpine ophthalmic,1869-0
pimavanserin,3747-0
pimecrolimus topical,1871-0
pimozide,1872-0
pindolol,1873-0
pioglitazone,1874-0
piperacillin/tazobactam,1877-0
piperonyl butoxide/pyrethrins topical,1879-0
pirfenidone,3569-0
piroxicam,1881-0
pirtobrutinib,4429-0
pitavastatin,3167-0
pitcher plant,1882-0
pitolisant,4081-0
"plasminogen, human",4275-0
plazomicin,3920-0
plecanatide,3782-0
plerixafor,3098-0
pneumococcal 13-valent vaccine,3197-0
pneumococcal 15-valent conjugate vaccine,4279-0
pneumococcal 20-valent conjugate vaccine,4274-0
pneumococcal 21-valent conjugate vaccine,4618-0
pneumococcal 23-polyvalent vaccine,3319-0
podofilox topical,1888-0
podophyllum resin topical,1889-0
polatuzumab vedotin,4020-0
polidocanol,3349-0
"poliovirus vaccine, inactivated",1890-0
polycarbophil,1892-0
polyethylene glycol 3350,1893-0
polyethylene glycol 3350 with electrolytes,3155-0
polymyxin b/trimethoprim ophthalmic,1896-0
pomalidomide,3453-0
ponatinib,3433-0
ponesimod,4247-0
porfimer,1901-0
posaconazole,1902-0
potassium aminobenzoate,1906-0
potassium bicarbonate,1907-0
potassium chloride,1912-0
potassium chloride/sodium chloride,1913-0
potassium citrate,1914-0
potassium gluconate,1916-0
potassium iodide,1917-0
potassium phosphate,1920-0
potassium phosphate/sodium phosphate,1921-0
povidone iodine ophthalmic,1922-0
povidone iodine topical,2773-0
povidone/tetrahydrozoline ophthalmic,1923-0
pozelimab,4530-0
prabotulinumtoxinA,3993-0
pralatrexate,3172-0
pralidoxime,1924-0
pralsetinib,4189-0
pramipexole,1925-0
pramlintide,1926-0
pramoxine topical,1927-0
pramoxine/zinc acetate topical,3394-0
pramoxine/zinc oxide topical,1928-0
prasugrel,3148-0
pravastatin,1929-0
praziquantel,1930-0
prazosin,1931-0
prednisolone,1933-0
prednisolone ophthalmic,1934-0
prednisolone/sulfacetamide sodium ophthalmic,1935-0
prednisone,1936-0
pregabalin,1937-0
pretomanid,4080-0
primaquine,1939-0
primidone,1940-0
probenecid,1941-0
procainamide,1943-0
procarbazine,1945-0
prochlorperazine,1946-0
progesterone,2414-0
promethazine,1949-0
propafenone,1950-0
propantheline,1951-0
proparacaine ophthalmic,1952-0
propofol,1954-0
propoxyphene,1955-0
propranolol,1956-0
propylhexedrine nasal,1957-0
propylthiouracil,1958-0
prothrombin complex,3478-0
protriptyline,1962-0
prucalopride,3985-0
prussian blue,1963-0
pseudoephedrine,1964-0
pseudoephedrine/triprolidine,1966-0
psyllium,1967-0
pyrantel,1969-0
pyrazinamide,1970-0
pyridostigmine,1971-0
pyridoxine,1972-0
pyrimethamine,1974-0
quazepam,1978-0
quetiapine,1979-0
quinapril,1980-0
quinidine,1981-0
quinine,1982-0
quizartinib,4521-0
rabeprazole,1983-0
"rabies immune globulin, human",1984-0
"rabies vaccine, human diploid cell",1985-0
"rabies vaccine, purified chick embryo cell",1986-0
racepinephrine,3256-0
radium 223 dichloride,3474-0
ragweed pollen allergen extract,3538-0
raloxifene,1987-0
raltegravir,2413-0
ramelteon,1988-0
ramucirumab,3525-0
ranibizumab ophthalmic,1990-0
ranitidine,1991-0
ranolazine,1993-0
rasagiline,1995-0
rasburicase,1996-0
raspberry,2562-0
ravulizumab,3987-0
red yeast rice,1998-0
regadenoson,2833-0
regorafenib,3420-0
relugolix,4227-0
remdesivir,4146-0
remifentanil,1999-0
remimazolam,4165-0
repaglinide,2000-0
repotrectinib,4564-0
reslizumab,3736-0
resmetirom,4591-0
resorcinol topical,2003-0
resveratrol,3301-0
retaine PM,1740-20256
retapamulin topical,2006-0
reteplase,2007-0
retifanlimab,4460-0
revefenacin,3975-0
rezafungin,4461-0
rho (d) immune globulin,2008-0
ribavirin,2009-0
ribociclib,3790-0
riboflavin,2010-0
riboflavin ophthalmic,3764-0
rifabutin,2011-0
rifampin,2012-0
rifamycin,3976-0
rifapentine,2013-0
rifaximin,2014-0
rilonacept,2792-0
rilpivirine,3327-0
riluzole,2015-0
rimabotulinumtoxinB,405-0
rimantadine,2016-0
rimegepant,4136-0
riociguat,3492-0
ripretinib,4152-0
risankizumab,4008-0
risdiplam,4179-0
risedronate,2018-0
risperidone,2019-0
ritlecitinib,4508-0
ritonavir,2021-0
rituximab,2022-0
rivaroxaban,3332-0
rivastigmine,2023-0
rizatriptan,2024-0
rocuronium,2025-0
roflumilast,3303-0
roflumilast topical,4377-0
rolapitant,3678-0
romidepsin,3183-0
romiplostim,2919-0
ropeginterferon alfa-2b,4309-0
ropinirole,2027-0
ropivacaine,2028-0
rose hips,2667-0
rosuvastatin,2031-0
rotavirus vaccine,2032-0
rotigotine,2033-0
royal jelly,2669-0
rozanolixizumab,4509-0
"rsv vaccine, mrna",4615-0
rucaparib,3778-0
rufinamide,3013-0
ruxolitinib,3352-0
ruxolitinib topical,4300-0
s-adenosylmethionine,2563-0
saccharomyces boulardii lyo,2035-0
sacrosidase,2036-0
sacubitril/valsartan,3637-0
safinamide,3793-0
salbutamol,4382-0
salicylic acid topical,2037-0
salicylic acid/sodium thiosulfate topical,2038-0
salicylic acid/urea topical,2040-0
saliva substitutes topical,2534-0
salmeterol,2041-0
salsalate,2042-0
sapropterin,2789-0
sarecycline,3967-0
sargramostim,2045-0
sarilumab,3809-0
"sars-cov-2 nvx-cov2373 vaccine, recomb (cvx 313)",4547-0
satralizumab,4182-0
saw palmetto,2046-0
saxagliptin,3160-0
scopolamine,2047-0
scullcap,2675-0
sebelipase alfa,3720-0
secnidazole,3865-0
secukinumab,3589-0
seladelpar,4634-0
selegiline,2051-0
selenium,2052-0
selenium sulfide topical,2053-0
selexipag,3724-0
selinexor,4024-0
selpercatinib,4151-0
selumetinib,4143-0
semaglutide,3878-0
senna,2054-0
sertaconazole topical,2056-0
sertraline,2057-0
setmelanotide,4206-0
sevelamer,2058-0
sildenafil,2061-0
silodosin,2960-0
siltuximab,3526-0
silver nitrate topical,2063-0
silver sulfadiazine topical,2064-0
simethicone,2065-0
simvastatin,2067-0
sincalide,2068-0
siponimod,4001-0
sipuleucel-T,3232-0
sirolimus,2069-0
sirolimus protein-bound,4311-0
sirolimus topical,4351-0
sitagliptin,2070-0
slippery elm,2564-0
smallpox and mpox vaccine,4089-0
smallpox vaccine,2072-0
sodium bicarbonate,2075-0
sodium biphosphate/sodium phosphate,2565-0
sodium chloride,2410-0
sodium chloride nasal,2949-0
"sodium chloride, hypertonic ophthalmic",2077-0
sodium ferric gluconate complex,2081-0
sodium hyaluronate,2083-0
sodium hyaluronate topical,2084-0
sodium hypochlorite topical,2085-0
sodium nitrite/sodium thiosulfate,3334-0
sodium phenylbutyrate,2092-0
sodium phenylbutyrate/taurursodiol,4403-0
sodium polystyrene sulfonate,2391-0
sodium tetradecyl sulfate,2095-0
sodium zirconium cyclosilicate,3912-0
sofosbuvir,3504-0
sofosbuvir/velpatasvir,3756-0
sofosbuvir/velpatasvir/voxilaprevir,3828-0
solifenacin,2098-0
solriamfetol,4000-0
somapacitan-beco,4188-0
somatrogon,4510-0
somatropin,2100-0
sonidegib,3642-0
sorafenib,2101-0
sorbitol,2392-0
sotagliflozin,4492-0
sotalol,2102-0
sotatercept,4599-0
sotorasib,4266-0
sotrovimab,4263-0
sparsentan,4448-0
spesolimab,4386-0
spinosad topical,3295-0
spironolactone,2105-0
st. john's wort,2106-0
stanozolol,2107-0
stavudine,2110-0
stiripentol,3952-0
streptomycin,2113-0
streptozocin,2114-0
succimer,2116-0
sucralfate,2118-0
sucroferric oxyhydroxide,3503-0
sugammadex,3723-0
sulconazole topical,2120-0
sulfacetamide sodium ophthalmic,2121-0
sulfacetamide sodium topical,2122-0
sulfacetamide sodium/sulfur topical,2123-0
sulfadiazine,2125-0
sulfamethoxazole/trimethoprim,2128-0
sulfasalazine,2130-0
sulfur hexafluoride,3568-0
sulfur topical,2134-0
sulindac,2135-0
sumatriptan,2136-0
sunitinib,2138-0
sutimlimab,4340-0
suvorexant,3554-0
tacrolimus,2142-0
tacrolimus topical,2143-0
tadalafil,2144-0
tafamidis,4015-0
tafasitamab,4172-0
tafenoquine,3928-0
tafluprost ophthalmic,3375-0
tagraxofusp,3988-0
talazoparib,3971-0
taliglucerase alfa,3395-0
talimogene laherparepvec,3701-0
talquetamab,4526-0
tamoxifen,2145-0
tamsulosin,2146-0
tapentadol,3132-0
tapinarof topical,4364-0
tarlatamab,4614-0
tasimelteon,3507-0
tavaborole topical,3544-0
tazarotene topical,2148-0
tazemetostat,4127-0
tea tree topical,2566-0
tebentafusp,4335-0
teclistamab,4409-0
tecovirimat,3925-0
tedizolid,3537-0
teduglutide,3436-0
telavancin,3173-0
telmisartan,2152-0
telotristat,3787-0
temazepam,2153-0
temozolomide,2154-0
temsirolimus,2155-0
tenapanor,4088-0
tenecteplase,2156-0
tenofovir disoproxil,2158-0
teplizumab,4412-0
tepotinib,4237-0
teprotumumab,4126-0
terazosin,2159-0
terbinafine,2161-0
terbinafine topical,2160-0
terbutaline,2162-0
terconazole topical,2163-0
teriflunomide,3417-0
teriparatide,2165-0
terlipressin,4394-0
tesamorelin,3283-0
testosterone,2167-0
tetrabenazine,2918-0
tetracaine,2170-0
tetracaine topical,2172-0
tetracycline,2173-0
tetrahydrozoline ophthalmic,2174-0
tetrahydrozoline/zinc sulfate ophthalmic,2175-0
tezepelumab,4324-0
thalidomide,2176-0
theophylline,2177-0
thiamine,2179-0
thioguanine,2182-0
thioridazine,2184-0
thiotepa,2185-0
thiothixene,2186-0
thyroid desiccated,2189-0
thyrotropin alpha,2190-0
tiagabine,2191-0
ticagrelor,3336-0
tick-borne encephalitis (inactivated) pediatric vaccine,4390-0
tick-borne encephalitis (inactivated) vaccine,4290-0
tigecycline,2194-0
tildrakizumab,3905-0
timolol,2196-0
timolol ophthalmic,2197-0
timothy grass pollen allergen extract,3541-0
tinidazole,2198-0
tioconazole topical,2200-0
tiopronin,2201-0
tiotropium,2202-0
tipiracil/trifluridine,3692-0
tipranavir,2203-0
tirbanibulin topical,4225-0
tirofiban,2204-0
tirzepatide,4363-0
tisagenlecleucel,3861-0
tisotumab vedotin,4299-0
tivozanib,4246-0
tizanidine,2205-0
tobramycin,2206-0
tobramycin ophthalmic,2207-0
tocilizumab,3186-0
tofacitinib,3429-0
tofersen,4469-0
tolcapone,2212-0
tolmetin,2213-0
tolnaftate topical,2214-0
tolterodine,2215-0
tolvaptan,3141-0
topiramate,2216-0
topotecan,2217-0
toremifene,2218-0
toripalimab,4486-0
torsemide,2219-0
tovorafenib,4608-0
trabectedin,3699-0
tralokinumab,4329-0
tramadol,2221-0
trametinib,3476-0
trandolapril,2222-0
trandolapril/verapamil,2223-0
tranexamic acid,2224-0
tranylcypromine,2225-0
trastuzumab,2226-0
travoprost ophthalmic,2227-0
trazodone,2228-0
tremelimumab,4408-0
treprostinil,2229-0
tretinoin topical,2230-0
triamcinolone,2232-0
triamcinolone nasal,2400-0
triamcinolone ophthalmic,2799-0
triamcinolone topical,2233-0
triamterene,2234-0
triazolam,2235-0
trientine,2240-0
trifarotene topical,4092-0
trifluoperazine,2242-0
trifluridine ophthalmic,2244-0
triheptanoin,4163-0
trihexyphenidyl,2245-0
trilaciclib,4241-0
trimethobenzamide,2249-0
trimethoprim,2250-0
trimipramine,2252-0
triprolidine,2257-0
triptorelin,2258-0
trofinetide,4455-0
tropicamide ophthalmic,2263-0
trospium,2264-0
trospium/xanomeline,4644-0
tryptophan,2568-0
tucatinib,4144-0
turmeric,2682-0
"typhoid vaccine, inactivated",2270-0
"typhoid vaccine, live",2271-0
tyrosine,3624-0
ubiquinone,2273-0
ulipristal,3257-0
undecylenic acid topical,2274-0
upadacitinib,4084-0
urea topical,2277-0
uridine,3682-0
urokinase,2280-0
ursodiol,2281-0
valacyclovir,2282-0
valbenazine,3800-0
valerian,2284-0
valganciclovir,2285-0
valoctocogene roxaparvovec,4512-0
valproic acid,2286-0
valrubicin,2287-0
valsartan,2288-0
vamorolone,4556-0
vancomycin,2289-0
vandetanib,3312-0
vardenafil,2290-0
varenicline,2291-0
varicella virus vaccine,2292-0
vasopressin,2294-0
vecuronium,2295-0
vedolizumab,3531-0
velaglucerase alfa,3198-0
velmanase alfa,4447-0
vemurafenib,3338-0
venetoclax,3745-0
venlafaxine,2296-0
verapamil,2297-0
verteporfin,2298-0
vestronidase alfa,3875-0
vibegron,4230-0
vigabatrin,3169-0
vilazodone,3296-0
vilobelimab,4464-0
viloxazine,4254-0
viltolarsen,4181-0
vinblastine,2300-0
vincristine,2301-0
vincristine liposome,3410-0
vinorelbine,2302-0
vismodegib,3365-0
vitamin a,2303-0
vitamin e,2306-0
"vitamins a, d, and e topical",2308-0
voclosporin,4234-0
von willebrand factor,3119-0
vonoprazan,4558-0
vorapaxar,3530-0
vorasidenib,4630-0
voretigene neparvovec ophthalmic,3881-0
voriconazole,2309-0
vorinostat,2310-0
vortioxetine,3490-0
vosoritide,4310-0
warfarin,2311-0
wild yam,2540-0
witch hazel topical,2313-0
zafirlukast,2317-0
zaleplon,2319-0
zanamivir,2320-0
zanubrutinib,4101-0
zavegepant,4454-0
ziconotide,2321-0
zidovudine,2322-0
zileuton,2323-0
zilucoplan,4552-0
zinc acetate,2324-0
zinc gluconate,2327-0
zinc oxide topical,2541-0
zinc sulfate,2329-0
ziprasidone,2330-0
ziv-aflibercept,3409-0
zoledronic acid,2331-0
zolmitriptan,2332-0
zolpidem,2333-0
zonisamide,2334-0
zopiclone,4378-0
zoster vaccine recombinant,3870-0
zuranolone,4525-0
